episode,reward,length,reward_per_step
1,36.90840898756869,268,0.13771794398346526
2,149.29383286600932,500,0.29858766573201867
3,-154.4831544579938,500,-0.3089663089159876
4,81.79889830574393,85,0.9623399800675757
5,482.31673327088356,260,1.8550643587341675
6,7.27728922184906,343,0.021216586652621165
7,398.07434167317115,500,0.7961486833463423
8,-118.44245857396163,500,-0.23688491714792326
9,-95.55961983339512,500,-0.19111923966679023
10,118.21673401306907,500,0.23643346802613815
11,41.944609770260286,292,0.1436459238707544
12,-90.66248970638844,500,-0.1813249794127769
13,-111.69140178710222,500,-0.22338280357420445
14,-150.81539900781354,500,-0.3016307980156271
15,-48.23431814322248,500,-0.09646863628644496
16,-114.07436878141016,500,-0.2281487375628203
17,-93.78868677816354,500,-0.1875773735563271
18,437.79948788136244,500,0.8755989757627248
19,-111.6791169133503,500,-0.2233582338267006
20,-95.94471883703955,500,-0.1918894376740791
21,93.78133723884821,85,1.1033098498688025
22,-18.040134526323527,463,-0.03896357349097954
23,95.77089524269104,17,5.633582073099473
24,151.51671050372534,223,0.679447132303701
25,47.40793005586602,284,0.16692933118262682
26,-85.59550625557313,500,-0.17119101251114627
27,-76.57220670563402,500,-0.15314441341126803
28,718.8866700357758,500,1.4377733400715516
29,78.95306002255529,103,0.7665345633257795
30,-109.17004326998722,500,-0.21834008653997444
31,-128.61679481936153,500,-0.25723358963872306
32,6.270282255019993,386,0.01624425454668392
33,-108.1841397259268,500,-0.2163682794518536
34,65.33743138622958,185,0.3531753047904302
35,92.91160628199577,44,2.1116274154999037
36,-54.01271702325903,500,-0.10802543404651806
37,324.4308973401785,268,1.2105630497767854
38,35.07200917392038,316,0.1109873708035455
39,-5.613512622076087,381,-0.01473362892933356
40,27.53858364080952,295,0.09335113098579498
41,401.4045396000147,451,0.8900322385809638
42,-90.38588050822727,500,-0.18077176101645454
43,95.62729119230062,107,0.893713001797202
44,26.707737205084413,286,0.09338369652127418
45,-97.94523079704959,500,-0.19589046159409917
46,73.23024410323706,128,0.5721112820565395
47,-10.839119153446518,423,-0.0256243951618121
48,-33.9461864073819,500,-0.0678923728147638
49,77.8595278984867,151,0.5156260125727596
50,27.24423133523669,290,0.09394562529391963
51,-74.25326447072439,500,-0.14850652894144878
52,-68.59530674881535,500,-0.1371906134976307
53,0.8594222121755593,414,0.0020758990632259887
54,-59.5243921065703,500,-0.11904878421314061
55,-84.5911324910121,500,-0.1691822649820242
56,-49.37706965391408,500,-0.09875413930782816
57,11.06229400425218,357,0.03098681793908174
58,19.55456642434001,325,0.06016789669027695
59,241.58631846308708,152,1.589383674099257
60,190.63909476995468,86,2.216733660115752
61,175.84473322541453,500,0.35168946645082905
62,152.3559418618679,77,1.9786485956086741
63,78.63596431165934,86,0.9143716780425504
64,-79.65484124375507,500,-0.15930968248751015
65,130.60521572828293,80,1.6325651966035366
66,94.05962640047073,72,1.306383700006538
67,-75.96258860605303,500,-0.15192517721210608
68,95.48840068932623,64,1.4920062607707223
69,90.13286634674296,76,1.185958767720302
70,-3.5335007203975692,375,-0.009422668587726852
71,203.65979862213135,81,2.5143185015077942
72,106.02599863521755,81,1.3089629461137968
73,55.34948118485045,257,0.215367631069457
74,438.7716321677435,500,0.877543264335487
75,-49.72384675662033,500,-0.09944769351324066
76,-55.3981202961877,500,-0.1107962405923754
77,124.00650429725647,15,8.267100286483764
78,112.48243457637727,152,0.7400160169498505
79,-47.24595105450135,500,-0.0944919021090027
80,89.63911726884544,99,0.9054456289782368
81,-41.2104089876666,500,-0.0824208179753332
82,-1.661222297057975,384,-0.00432609973192181
83,84.46037616115063,127,0.665042331977564
84,-19.76130840415135,500,-0.0395226168083027
85,-35.31060785340378,500,-0.07062121570680756
86,93.99802727997303,61,1.5409512668848038
87,119.82262554205954,97,1.2352847994026757
88,89.61804714167374,45,1.991512158703861
89,47.94277877593413,210,0.22829894655206728
90,176.7345065617119,75,2.356460087489492
91,-77.64862282093964,500,-0.15529724564187927
92,62.25701266992837,194,0.32091243644292977
93,46.11017832743528,232,0.19875076865273827
94,-39.3817132243712,500,-0.07876342644874239
95,50.74206028284971,199,0.2549852275520086
96,176.97102856860147,263,0.6728936447475341
97,-52.84916300192708,500,-0.10569832600385416
98,-8.058316569891758,457,-0.01763307783346118
99,75.38680292200297,105,0.7179695516381235
100,71.91156186372973,127,0.5662327705805491
101,196.90123027563095,82,2.401234515556475
