episode,reward,length,reward_per_step
1,385.85290663770866,500,0.7717058132754173
2,-188.46657850779593,500,-0.3769331570155919
3,-274.7875759722665,500,-0.549575151944533
4,-240.49544567242265,500,-0.4809908913448453
5,93.0697021484375,24,3.877904256184896
6,-14.211052194586955,500,-0.02842210438917391
7,-228.5488824325148,500,-0.4570977648650296
8,-560.1014397218823,500,-1.1202028794437646
9,317.8965966083342,500,0.6357931932166685
10,-219.84356890060008,500,-0.43968713780120017
11,95.60388588905334,18,5.311326993836297
12,-252.36475376412272,500,-0.5047295075282454
13,-451.83649569540285,500,-0.9036729913908057
14,75.520068974467,500,0.15104013794893398
15,233.51772439363413,500,0.46703544878726827
16,-358.9786039930623,500,-0.7179572079861246
17,-238.78418909548782,500,-0.47756837819097564
18,-148.8092146962881,500,-0.2976184293925762
19,168.74035633483436,500,0.3374807126696687
20,-306.63390097545926,500,-0.6132678019509185
21,-414.77604241808876,500,-0.8295520848361775
22,-298.42161268694326,500,-0.5968432253738866
23,-335.92605646140873,500,-0.6718521129228174
24,244.98513303382788,500,0.48997026606765576
25,95.06195378303528,18,5.281219654613071
26,391.63483199919574,500,0.7832696639983915
27,-280.66586722433567,500,-0.5613317344486713
28,84.20992652326822,62,1.3582246213430358
29,92.6633693575859,29,3.195288598537445
30,-193.15742913261056,500,-0.3863148582652211
31,-210.21116839747992,500,-0.42042233679495983
32,92.23872032761574,31,2.975442591213411
33,-263.544688768161,500,-0.527089377536322
34,-179.5337551534176,500,-0.35906751030683515
35,-247.65199616516475,500,-0.4953039923303295
36,95.50764656066895,19,5.0267182400352075
37,-201.91821322822943,500,-0.40383642645645884
38,-254.65900461992715,500,-0.5093180092398543
39,56.270634373417124,142,0.3962720730522333
40,273.0842740580265,500,0.546168548116053
41,-294.659112840076,500,-0.5893182256801519
42,-89.87158170028124,500,-0.17974316340056248
43,-69.92818105802871,500,-0.13985636211605743
44,71.51104983419646,500,0.1430220996683929
45,96.16677570343018,17,5.656869159025304
46,75.35963639989495,83,0.9079474265047585
47,234.76084159256425,500,0.4695216831851285
48,-171.20984917509486,500,-0.3424196983501897
49,66.8310613638605,500,0.133662122727721
50,-136.2434136158554,500,-0.2724868272317108
51,-351.59078654367477,500,-0.7031815730873495
52,-112.07279895374086,500,-0.2241455979074817
53,696.3145482167602,500,1.3926290964335204
54,-148.6202531820163,500,-0.29724050636403265
55,305.10888555442216,500,0.6102177711088443
56,355.338730044954,500,0.710677460089908
57,-161.15309435629752,500,-0.32230618871259503
58,-120.78628866840154,500,-0.24157257733680307
