episode,reward,length,reward_per_step
148,275.00085573038086,726,0.37878905747986347
149,161.87485406023916,968,0.16722608890520574
150,353.66902069648495,356,0.993452305327205
151,376.55326132662594,338,1.1140629033332128
152,278.02759552787757,642,0.43306479054186536
153,351.4173153620213,368,0.9549383569620145
154,279.0736832199618,164,1.7016688001217184
155,350.11733181370073,395,0.8863729919334196
156,295.37317805644125,162,1.823291222570625
157,301.46781703415036,539,0.5593094935698523
158,348.8098502145149,430,0.8111856981732904
159,337.89090737950755,536,0.6303934839169917
160,382.92482642758114,416,0.9204923712201469
161,387.89473829139024,320,1.2121710571605946
162,367.6718861926347,291,1.2634772721396381
163,222.04550862323958,445,0.4989786710634597
164,-2119.9078449038134,5000,-0.42398156898076267
165,345.1997316501802,431,0.800927451624548
166,226.38946393318474,545,0.4153935118040087
167,317.3474546885118,381,0.8329329519383512
168,264.2008813440043,666,0.3966980200360425
169,237.6962313586846,274,0.8675044940097978
170,151.95253621274605,1344,0.11305992277734081
171,177.72117300517857,355,0.5006230225497988
172,341.9979344609892,493,0.6937077778113371
173,342.4403017741861,455,0.7526160478553541
174,407.569404187263,255,1.5983113889696587
175,-1749.5474543684395,5000,-0.3499094908736879
176,292.4067295914865,771,0.37925645861412
177,265.84863453474827,312,0.8520789568421419
178,190.32732877368107,528,0.3604684257077293
